project,bug_id,bucket,change_file,buggy_commit,pre_bug_date,fix_count,e7_pass,skip_reason
tornado,tornado-5,large,tornado/ioloop.py,2d4053daa56c609d642b214399e046671d4a593e,2018-03-02 15:55:47 -0500,41,True,
tornado,tornado-6,large,tornado/ioloop.py,fb74e4816ccfa7fc6a7abd8c8aab1f415cfc1b13,2018-02-20 20:22:54 -0600,41,True,
tornado,tornado-7,large,tornado/ioloop.py,fa3409179588536f2f743d16e537f6f9827fa92f,2017-09-23 13:07:07 -0400,41,True,
tornado,tornado-8,large,tornado/websocket.py,34c43f4775971ab9b2b8ed43356f218add6387b2,2017-07-23 14:48:37 -0400,32,True,
tornado,tornado-9,large,tornado/httputil.py,c9d2a3fa573987629ad576e991c2f3b65f4daab4,2017-03-08 21:29:17 +0100,15,True,
tornado,tornado-10,large,tornado/web.py,ecd8968c5135b810cd607b5902dda2cd32122b39,2017-03-08 21:29:17 +0100,94,True,
tornado,tornado-11,large,tornado/http1connection.py,79ef301eb05cac82c075198e502d94dad296f6aa,2016-06-15 21:53:34 -0400,9,True,
tornado,tornado-12,large,tornado/auth.py,4ee9ba94de11aaa4f932560fa2b3d8ceb8c61d2a,2015-08-26 20:13:23 +0200,19,True,
tornado,tornado-13,large,tornado/http1connection.py,d7d9c467cda38f4c9352172ba7411edc29a85196,2016-01-16 17:07:48 -0500,6,True,
tornado,tornado-14,large,tornado/ioloop.py,81ee310adcd905fbdf7c98d9fb6ef0c5a46026c2,2015-06-28 16:41:46 -0400,35,True,
tornado,tornado-15,large,setup.py,fdfaf3dffa49479c7461050eacca07bc5ee8d207,2015-04-24 12:23:48 -0400,5,True,
tornado,tornado-16,large,tornado/gen.py,b450ff270df0395ee80f4ee5896a92bfe7f9b6ae,2015-03-20 15:28:53 -0400,15,True,
youtube-dl,youtube-dl-1,large,youtube_dl/utils.py,99036a1298089068dcf80c0985bfcc3f8c24f281,2018-03-26 05:03:47 +0700,151,True,
youtube-dl,youtube-dl-2,large,youtube_dl/extractor/common.py,84f085d4bdb66ee025fb337bcd571eab7469da97,2017-11-30 23:45:33 +0100,75,True,
youtube-dl,youtube-dl-3,large,youtube_dl/utils.py,f5469da9e6e259c1690c7ef54f1da1c19f65036f,2017-07-22 11:41:40 +0700,151,True,
youtube-dl,youtube-dl-4,large,youtube_dl/jsinterp.py,bc40b3a5ba44006c23daf7fe0ed872af5e33bdc5,2016-10-13 21:51:26 -0400,6,True,
youtube-dl,youtube-dl-5,large,youtube_dl/utils.py,b02b960c6bba834d9e7199ac53430c7933079dc8,2016-07-07 03:46:12 +0100,151,True,
youtube-dl,youtube-dl-6,large,youtube_dl/utils.py,4f29fa99069760dc47ef9ca5dbf607a567d2982f,2015-11-20 04:07:39 +0600,135,True,
youtube-dl,youtube-dl-7,large,youtube_dl/utils.py,63a64948342ebfe46db8c258765e698a04a61904,2015-09-21 21:28:02 +0600,132,True,
youtube-dl,youtube-dl-8,large,youtube_dl/YoutubeDL.py,cf2ac6df6896dac4d23918867bb86fac1e1088d9,2015-06-02 00:57:08 +0600,95,True,
youtube-dl,youtube-dl-9,large,youtube_dl/YoutubeDL.py,0130afb76e5cb6f470f39f127c8d09eea3e82d0d,2015-06-01 00:04:36 +0600,95,True,
youtube-dl,youtube-dl-10,large,youtube_dl/utils.py,85d586617750d38d742a24f141b099f6b898d269,2015-01-21 02:15:28 +0600,118,True,
youtube-dl,youtube-dl-11,large,youtube_dl/utils.py,b568561eba6f4aceb87419e21aba11567c5de7da,2019-10-30 23:52:09 +0100,151,True,
youtube-dl,youtube-dl-12,large,youtube_dl/YoutubeDL.py,435e382423f860aca82a58d7c3db58cbfa242b40,2018-12-23 16:57:10 +0700,110,True,
youtube-dl,youtube-dl-13,large,youtube_dl/utils.py,6945b9e78f38284eb4e440b7badea2fc60b66c2f,2018-12-20 23:22:51 +0100,151,True,
youtube-dl,youtube-dl-14,large,youtube_dl/extractor/youtube.py,562de77f41d0c08df9dbb08cfa86ba6c7d239c5a,2020-05-08 18:10:37 +0700,189,True,
youtube-dl,youtube-dl-15,large,youtube_dl/utils.py,e7f3529f68ee7c8ca78366d37f851cb31fa00f31,2017-12-22 23:53:27 +0700,151,True,
youtube-dl,youtube-dl-16,large,youtube_dl/postprocessor/ffmpeg.py,68d43a61b552007a718894967b869c0f1d8ff00f,2017-08-18 23:31:42 +0700,29,True,
youtube-dl,youtube-dl-17,large,youtube_dl/utils.py,4bf22f7a1014c55e3358b5a419945071b152eafc,2017-07-10 21:34:27 +0800,151,True,
youtube-dl,youtube-dl-18,large,youtube_dl/YoutubeDL.py,dc6520aa3d1fe7afc52613e392f15dde90af4844,2017-06-22 00:47:02 +0700,110,True,
youtube-dl,youtube-dl-19,large,youtube_dl/YoutubeDL.py,9a0942ad55bba714d6eaeb9ee4f66a138ec85e17,2017-06-12 02:36:43 +0700,110,True,
youtube-dl,youtube-dl-20,large,youtube_dl/utils.py,b6c9fe416243373bcb59eb8aa5ef0baca8f3c97c,2017-06-03 22:08:12 +0700,151,True,
youtube-dl,youtube-dl-21,large,youtube_dl/utils.py,96182695e4e37795a30ab143129c91dab18a9865,2017-02-06 00:20:30 +0700,151,True,
youtube-dl,youtube-dl-22,large,youtube_dl/utils.py,1bd05345ea4b91598ec04b8e0d33fd14f9e2eddc,2017-01-17 23:14:07 +0700,151,True,
youtube-dl,youtube-dl-23,large,youtube_dl/utils.py,a22b2fd19bd8c08d50f884d1903486d4f00f76ec,2017-01-05 22:36:07 +0100,151,True,
youtube-dl,youtube-dl-24,large,youtube_dl/utils.py,2c6da7df4a4d69ec933688e3c53795fd3436a1c6,2016-10-03 00:54:02 +0700,151,True,
youtube-dl,youtube-dl-25,large,youtube_dl/utils.py,9e5751b9fe72f7425e4cb3f22a56b6a95b59e41d,2016-07-21 22:58:34 +0700,151,True,
youtube-dl,youtube-dl-26,large,youtube_dl/utils.py,4c93ee8d14dc081d413304d2d2eb694cb62cc71a,2016-05-18 00:25:15 +0600,151,True,
youtube-dl,youtube-dl-27,large,youtube_dl/utils.py,d631d5f9f27f93767226192e4288990413fa9dbd,2015-11-21 08:32:48 +0600,135,True,
youtube-dl,youtube-dl-28,large,youtube_dl/utils.py,bd1512d19649c280197729814766d590ea6c023b,2015-10-18 09:36:19 +0600,132,True,
youtube-dl,youtube-dl-29,large,youtube_dl/utils.py,c514b0ec655b23e7804eb18df04daa863d973f32,2015-10-04 21:37:49 +0600,132,True,
youtube-dl,youtube-dl-30,large,youtube_dl/YoutubeDL.py,f5f4a27a964b41646303921104f4d6d6fd2098e4,2015-06-06 04:29:03 +0300,95,True,
youtube-dl,youtube-dl-31,large,youtube_dl/extractor/minhateca.py,ab07963b5cc79812c6fb7e4f9e363533d8123830,2014-11-06 01:19:20 +0200,0,False,cold_start_blind_e7
youtube-dl,youtube-dl-32,large,youtube_dl/extractor/npo.py,bf951c5e29548cfed80480389762edd29fcc8825,2014-10-15 22:34:35 +0200,1,False,cold_start_blind_e7
youtube-dl,youtube-dl-33,large,youtube_dl/extractor/drtv.py,50c8266ef0b2b6d011257a909f47fd623dda8eb2,2014-09-30 02:26:16 +0300,1,False,cold_start_blind_e7
youtube-dl,youtube-dl-34,large,youtube_dl/utils.py,07e764439a1cdd3a3b95fbf21acc6a517c6a889e,2014-09-02 21:40:03 +0700,76,True,
youtube-dl,youtube-dl-35,large,youtube_dl/extractor/arte.py,89294b5f50462ede8ba83463ff262eb2c5219e1b,2014-09-01 01:41:25 +0200,18,True,
youtube-dl,youtube-dl-36,large,youtube_dl/extractor/facebook.py,173a7026d59bacfbfe7a8eea92e10ef6e89d1798,2014-07-13 12:48:30 +1000,6,True,
youtube-dl,youtube-dl-37,large,youtube_dl/utils.py,98b7cf1acefe398f792ca6ff4c5f84f1b7785fcb,2014-03-07 06:56:48 +0700,51,True,
youtube-dl,youtube-dl-38,large,youtube_dl/extractor/facebook.py,94eae04c94a43847e8ce7c9bf3d88dd029ef62f6,2014-02-07 01:41:01 +0100,3,True,
youtube-dl,youtube-dl-39,large,youtube_dl/extractor/facebook.py,b04c8f735805ea2671429ac8d683c2887a6b4db8,2014-08-16 14:49:30 -0700,7,True,
youtube-dl,youtube-dl-40,large,youtube_dl/downloader/f4m.py,6a7a38967976ea0d0b911c2965aaa74bed2976d7,2014-01-17 14:48:15 +0100,0,False,cold_start_blind_e7
youtube-dl,youtube-dl-41,large,youtube_dl/utils.py,81c2f20b5386d89a62dc27293654d75b77f47473,2014-01-12 01:27:55 +0100,42,True,
youtube-dl,youtube-dl-42,large,youtube_dl/extractor/clipsyndicate.py,b853d2e1555dbb4a09fe3d7857c6d2bc044646f4,2013-12-23 05:08:35 +0100,0,False,cold_start_blind_e7
youtube-dl,youtube-dl-43,large,youtube_dl/utils.py,cecaaf3f58ad9f544dbb79af1e565d9353fa2b2d,2013-11-18 07:50:10 -0800,25,True,
